GO.ID	Description	p.Val	FDR	Phenotype	Genes
ASSOCIATION BETWEEN PHYSICO-CHEMICAL FEATURES AND TOXICITY ASSOCIATED PATHWAYS%WIKIPATHWAYS_20190610%WP3680%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3680_r96435	1.4606571181629353e-7	1.4606571181629353e-7	+1	APC,EGFR,CTNNB1,MAP2K4,AKT1,PIK3CG,CDKN1B,ERBB4,CDKN1A
RAC1/PAK1/P38/MMP2 PATHWAY%WIKIPATHWAYS_20190610%WP3303%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3303_r96971	1.6494628663484363e-7	1.6494628663484363e-7	+1	TP53,PIK3CA,KRAS,EGFR,PIK3R1,CTNNB1,NRAS,AKT1,PTPN11
REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070372	regulation of ERK1 and ERK2 cascade	1.6555839317686702e-7	1.6555839317686702e-7	+1	PTEN,EGFR,NOTCH1,FBXW7,FLT3,BRAF,ERBB4,TLR4,KIT,PDGFRA,FGFR2,SMAD4,FGFR3,PTPN11
SIGNALING BY FGFR3 FUSIONS IN CANCER%REACTOME%R-HSA-8853334.2	Signaling by FGFR3 fusions in cancer	1.7318065947978966e-7	1.7318065947978966e-7	+1	PIK3CA,KRAS,PIK3R1,NRAS,FGFR3
RUNX3 REGULATES P14-ARF%REACTOME DATABASE ID RELEASE 69%8951936	RUNX3 regulates p14-ARF	1.7318065947978966e-7	1.7318065947978966e-7	+1	KRAS,RUNX1,EP300,CCND1,CBFB
PID_CDC42_PATHWAY%MSIGDB_C2%PID_CDC42_PATHWAY	PID_CDC42_PATHWAY	1.7772306144881782e-7	1.7772306144881782e-7	+1	PIK3CA,APC,PIK3R1,CTNNB1,MAP3K1,CDH1,MAP2K4,BRAF,MTOR
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	CDC42 signaling events	1.7772306144881782e-7	1.7772306144881782e-7	+1	PIK3CA,APC,PIK3R1,CTNNB1,MAP3K1,CDH1,MAP2K4,BRAF,MTOR
PDGFR-BETA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGFR-BETA SIGNALING PATHWAY	PDGFR-beta signaling pathway	1.825295213082213e-7	1.825295213082213e-7	+1	PIK3CA,PTEN,KRAS,PIK3R1,ARHGAP35,NRAS,MAP2K4,BRAF,PIK3CG,PPP2R1A,PTPN11
NEGATIVE REGULATION OF THE PI3K AKT NETWORK%REACTOME%R-HSA-199418.3	Negative regulation of the PI3K AKT network	1.8457674815392946e-7	1.8457674815392946e-7	+1	PIK3CA,PTEN,EGFR,PIK3R1,AKT1,HGF,KIT,PDGFRA,PPP2R1A,PTPN11
SYNAPTIC SIGNALING PATHWAYS ASSOCIATED WITH AUTISM SPECTRUM DISORDER%WIKIPATHWAYS_20190610%WP4539%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4539_r103371	2.2126544281938341e-7	2.2126544281938341e-7	+1	PIK3CA,PTEN,KRAS,NF1,PIK3R1,NRAS,AKT1,MTOR
REGULATION OF TP53 ACTIVITY%REACTOME DATABASE ID RELEASE 69%5633007	Regulation of TP53 Activity	2.2373320375108246e-7	2.2373320375108246e-7	+1	TP53,CDKN2A,STK11,AKT1,ATM,MTOR,BRCA1,CHEK2,EP300,TAF1,PPP2R1A,ATR
BIOCARTA_TGFB_PATHWAY%MSIGDB_C2%BIOCARTA_TGFB_PATHWAY	BIOCARTA_TGFB_PATHWAY	2.391550726775676e-7	2.391550726775676e-7	+1	APC,CDH1,EP300,SMAD4,TGFBR2,SMAD2
E2F TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E2F TRANSCRIPTION FACTOR NETWORK	E2F transcription factor network	2.391550726775676e-7	2.391550726775676e-7	+1	CDKN2A,RB1,CEBPA,ATM,CDKN1B,BRCA1,EP300,CDKN1A,CDKN2C
PATHWAYS REGULATING HIPPO SIGNALING%WIKIPATHWAYS_20190610%WP4540%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4540_r103347	2.391550726775676e-7	2.391550726775676e-7	+1	EGFR,CTNNB1,FLT3,CDH1,MTOR,KIT,PDGFRA,FGFR2,FGFR3,SMAD2
PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY	PID_PDGFRB_PATHWAY	2.391550726775676e-7	2.391550726775676e-7	+1	PIK3CA,PTEN,KRAS,PIK3R1,ARHGAP35,NRAS,MAP2K4,BRAF,PIK3CG,PPP2R1A,PTPN11
HALLMARK_E2F_TARGETS%MSIGDB_C2%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	2.4779201395944885e-7	2.4779201395944885e-7	+1	TP53,CDKN2A,CTCF,CDKN1B,BRCA1,CHEK2,BRCA2,CDKN1A,SMC1A,SMC3,RAD21,CDKN2C,EZH2
SIGNALING BY FGFR3%REACTOME%R-HSA-5654741.2	Signaling by FGFR3	2.480449870108847e-7	2.480449870108847e-7	+1	PIK3CA,KRAS,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	2.516187745493924e-7	2.516187745493924e-7	+1	PIK3CA,PTEN,EGFR,PIK3R1,FLT3,PIK3CG,SOX9,HGF,KIT,PDGFRA
PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY	PID_E2F_PATHWAY	2.574992201692493e-7	2.574992201692493e-7	+1	CDKN2A,RB1,CEBPA,ATM,CDKN1B,BRCA1,EP300,CDKN1A,CDKN2C
ALPHA6BETA4INTEGRIN%NETPATH%ALPHA6BETA4INTEGRIN	Alpha6Beta4Integrin	2.574992201692493e-7	2.574992201692493e-7	+1	PIK3CA,EGFR,PIK3R1,AKT1,AR,PIK3CG,MTOR,PTPN11,SMAD2
SIGNALING BY PTK6%REACTOME%R-HSA-8848021.2	Signaling by PTK6	2.6895769687126614e-7	2.6895769687126614e-7	+1	KRAS,EGFR,ARHGAP35,NRAS,AKT1,CDKN1B,LRRK2,CCND1
NEGATIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071901	negative regulation of protein serine/threonine kinase activity	2.6895769687126614e-7	2.6895769687126614e-7	+1	PTEN,APC,NF1,CDKN2A,RB1,CEBPA,AKT1,CDKN1B,PPP2R1A,MAPK8IP1
SIGNALING BY NON-RECEPTOR TYROSINE KINASES%REACTOME%R-HSA-9006927.3	Signaling by Non-Receptor Tyrosine Kinases	2.6895769687126614e-7	2.6895769687126614e-7	+1	KRAS,EGFR,ARHGAP35,NRAS,AKT1,CDKN1B,LRRK2,CCND1
TGF-BETA SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP366%HOMO SAPIENS	http://www.wikipathways.org/instance/WP366_r90028	3.0031601059609325e-7	3.0031601059609325e-7	+1	TP53,PIK3R1,MAP2K4,AKT1,EP300,CCND1,SMAD4,TGFBR2,CDKN1A,SIN3A,SMAD2
NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901988	negative regulation of cell cycle phase transition	3.44430733778797e-7	3.44430733778797e-7	+1	TP53,PTEN,APC,CDKN2A,RB1,ATM,CDKN1B,BRCA1,CHEK2,EP300,CCND1,CDKN1A,CDKN2C
NEGATIVE REGULATION OF CELL GROWTH%GOBP%GO:0030308	negative regulation of cell growth	3.7313104051077783e-7	3.7313104051077783e-7	+1	TP53,CDKN2A,STK11,CDKN1B,WT1,SMAD4,SOX17,CDKN1A,PPP2R1A,ACVR1B,CDKN2C
AGING%GOBP%GO:0007568	aging	3.8785951418908673e-7	3.8785951418908673e-7	+1	TP53,CDKN2A,NPM1,TBX3,ATM,LRRK2,CHEK2,CDKN1A,ATR
HEMATOPOIETIC STEM CELL GENE REGULATION BY GABP ALPHA/BETA COMPLEX%WIKIPATHWAYS_20190610%WP3657%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3657_r89276	3.982503902902163e-7	3.982503902902163e-7	+1	PTEN,DNMT3A,FLT3,ATM,EP300,SMAD4
REGULATION OF SISTER CHROMATID COHESION%GOBP%GO:0007063	regulation of sister chromatid cohesion	3.982503902902163e-7	3.982503902902163e-7	+1	RB1,CTNNB1,CTCF,ATRX,AXIN2,RAD21
PID_FGF_PATHWAY%MSIGDB_C2%PID_FGF_PATHWAY	PID_FGF_PATHWAY	3.982503902902163e-7	3.982503902902163e-7	+1	PIK3CA,PIK3R1,CDH1,AKT1,HGF,FGFR2,FGFR3,PTPN11
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY	3.982503902902163e-7	3.982503902902163e-7	+1	TP53,ATM,BRCA1,CHEK2,BRCA2,ATR
BIOCARTA_TFF_PATHWAY%MSIGDB_C2%BIOCARTA_TFF_PATHWAY	BIOCARTA_TFF_PATHWAY	3.982503902902163e-7	3.982503902902163e-7	+1	PIK3CA,EGFR,PIK3R1,CTNNB1,AKT1,PIK3CG
SIGNALING BY FGFR4%REACTOME DATABASE ID RELEASE 69%5654743	Signaling by FGFR4	4.035099736845792e-7	4.035099736845792e-7	+1	PIK3CA,KRAS,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
REGULATION OF TP53 DEGRADATION%REACTOME DATABASE ID RELEASE 69%6804757	Regulation of TP53 Degradation	4.035099736845792e-7	4.035099736845792e-7	+1	TP53,CDKN2A,AKT1,ATM,MTOR,CHEK2,PPP2R1A
ST_ADRENERGIC%MSIGDB_C2%ST_ADRENERGIC	ST_ADRENERGIC	4.035099736845792e-7	4.035099736845792e-7	+1	PIK3CA,APC,EGFR,PIK3R1,AKT1,BRAF,AR
PID_BETA_CATENIN_NUC_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_NUC_PATHWAY	PID_BETA_CATENIN_NUC_PATHWAY	4.4660677361962016e-7	4.4660677361962016e-7	+1	APC,CDKN2A,CTNNB1,CDH1,AR,EP300,CCND1,TBL1XR1,AXIN2
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	Regulation of nuclear beta catenin signaling and target gene transcription	4.4660677361962016e-7	4.4660677361962016e-7	+1	APC,CDKN2A,CTNNB1,CDH1,AR,EP300,CCND1,TBL1XR1,AXIN2
REPLICATIVE SENESCENCE%GOBP%GO:0090399	replicative senescence	4.574902793358131e-7	4.574902793358131e-7	+1	TP53,CDKN2A,ATM,CHEK2,ATR
REGULATION OF TP53 EXPRESSION AND DEGRADATION%REACTOME DATABASE ID RELEASE 69%6806003	Regulation of TP53 Expression and Degradation	4.783914843690218e-7	4.783914843690218e-7	+1	TP53,CDKN2A,AKT1,ATM,MTOR,CHEK2,PPP2R1A
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904030	negative regulation of cyclin-dependent protein kinase activity	5.049470878557477e-7	5.049470878557477e-7	+1	PTEN,APC,CDKN2A,CEBPA,CDKN1B,CDKN1A
BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY	BIOCARTA_HER2_PATHWAY	5.049470878557477e-7	5.049470878557477e-7	+1	PIK3CA,EGFR,PIK3R1,PIK3CG,ERBB4,EP300
CELLULAR RESPONSE TO ABIOTIC STIMULUS%GOBP%GO:0071214	cellular response to abiotic stimulus	5.812214458430051e-7	5.812214458430051e-7	+1	TP53,PTEN,MAP3K1,NPM1,MAP2K4,STK11,SOX9,ATM,TLR4,EP300,CDKN1A,TAF1,ATR
CELLULAR RESPONSE TO ENVIRONMENTAL STIMULUS%GOBP%GO:0104004	cellular response to environmental stimulus	5.812214458430051e-7	5.812214458430051e-7	+1	TP53,PTEN,MAP3K1,NPM1,MAP2K4,STK11,SOX9,ATM,TLR4,EP300,CDKN1A,TAF1,ATR
PID_P53_REGULATION_PATHWAY%MSIGDB_C2%PID_P53_REGULATION_PATHWAY	PID_P53_REGULATION_PATHWAY	6.282299678206473e-7	6.282299678206473e-7	+1	TP53,CDKN2A,AKT1,ATM,CHEK2,EP300,ATR,RPL5
P53 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P53 PATHWAY	p53 pathway	6.282299678206473e-7	6.282299678206473e-7	+1	TP53,CDKN2A,AKT1,ATM,CHEK2,EP300,ATR,RPL5
BIOCARTA_P53HYPOXIA_PATHWAY%MSIGDB_C2%BIOCARTA_P53HYPOXIA_PATHWAY	BIOCARTA_P53HYPOXIA_PATHWAY	6.332412613110253e-7	6.332412613110253e-7	+1	TP53,AKT1,ATM,EP300,CDKN1A,TAF1
BIOCARTA_MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_MTOR_PATHWAY	BIOCARTA_MTOR_PATHWAY	6.332412613110253e-7	6.332412613110253e-7	+1	PIK3CA,PTEN,PIK3R1,AKT1,MTOR,EIF4A2
REGULATION OF DNA REPLICATION%GOBP%GO:0006275	regulation of DNA replication	6.332412613110253e-7	6.332412613110253e-7	+1	EGFR,FBXW7,STAG2,ATRX,CHEK2,PPP2R1A,ATR,SMC1A,SMC3
BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY	BIOCARTA_CELLCYCLE_PATHWAY	6.332412613110253e-7	6.332412613110253e-7	+1	CDKN2A,RB1,CDKN1B,CCND1,CDKN1A,CDKN2C
BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY	BIOCARTA_GLEEVEC_PATHWAY	6.332412613110253e-7	6.332412613110253e-7	+1	PIK3CA,PIK3R1,MAP3K1,MAP2K4,AKT1,PIK3CG
ESTROGEN-DEPENDENT GENE EXPRESSION%REACTOME DATABASE ID RELEASE 69%9018519	Estrogen-dependent gene expression	7.377323833495204e-7	7.377323833495204e-7	+1	GATA3,RUNX1,STAG2,FOXA1,EP300,CCND1,CBFB,HIST1H2BD,SMC1A,SMC3,RAD21
PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY	PID_IFNG_PATHWAY	7.685171747279622e-7	7.685171747279622e-7	+1	PIK3CA,PIK3R1,MAP3K1,AKT1,MTOR,EP300,PTPN11
BIOCARTA_EIF4_PATHWAY%MSIGDB_C2%BIOCARTA_EIF4_PATHWAY	BIOCARTA_EIF4_PATHWAY	8.206001546232473e-7	8.206001546232473e-7	+1	PIK3CA,PTEN,PIK3R1,AKT1,MTOR,EIF4A2
REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677	regulation of transcription regulatory region DNA binding	9.009278524335804e-7	9.009278524335804e-7	+1	GATA3,RB1,CTNNB1,EP300,TAF1,SIN3A,NSD1
ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS	ErbB2 ErbB3 signaling events	9.009278524335804e-7	9.009278524335804e-7	+1	PIK3CA,KRAS,PIK3R1,NRAS,AKT1,MTOR,PTPN11
PI5P, PP2A AND IER3 REGULATE PI3K AKT SIGNALING%REACTOME%R-HSA-6811558.2	PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	9.97865565804889e-7	9.97865565804889e-7	+1	PIK3CA,EGFR,PIK3R1,AKT1,HGF,KIT,PDGFRA,PPP2R1A,PTPN11
SIGNALING BY FGFR1%REACTOME DATABASE ID RELEASE 69%5654736	Signaling by FGFR1	0.000001058947602693083	0.000001058947602693083	+1	PIK3CA,KRAS,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
NEGATIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901991	negative regulation of mitotic cell cycle phase transition	0.0000010846316365891988	0.0000010846316365891988	+1	TP53,PTEN,APC,CDKN2A,RB1,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A,CDKN2C
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20190610%WP45%HOMO SAPIENS	http://www.wikipathways.org/instance/WP45_r102300	0.0000010951679659238218	0.0000010951679659238218	+1	TP53,CDKN2A,RB1,ATM,CDKN1B,CCND1,CDKN1A,CDKN2C
CYCLIN D ASSOCIATED EVENTS IN G1%REACTOME%R-HSA-69231.6	Cyclin D associated events in G1	0.0000012070518617201457	0.0000012070518617201457	+1	CDKN2A,RB1,CDKN1B,CCND1,CDKN1A,PPP2R1A,CDKN2C
REGULATION OF RETINOBLASTOMA PROTEIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RETINOBLASTOMA PROTEIN	Regulation of retinoblastoma protein	0.0000012070518617201457	0.0000012070518617201457	+1	CDKN2A,RB1,CEBPA,CDKN1B,EP300,CCND1,CDKN1A,TAF1
G1 PHASE%REACTOME%R-HSA-69236.4	G1 Phase	0.0000012070518617201457	0.0000012070518617201457	+1	CDKN2A,RB1,CDKN1B,CCND1,CDKN1A,PPP2R1A,CDKN2C
IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY	IFN-gamma pathway	0.0000012070518617201457	0.0000012070518617201457	+1	PIK3CA,PIK3R1,MAP3K1,AKT1,MTOR,EP300,PTPN11
WNT/BETA-CATENIN SIGNALING PATHWAY IN LEUKEMIA%WIKIPATHWAYS_20190610%WP3658%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3658_r97640	0.0000012829203762775755	0.0000012829203762775755	+1	APC,CTNNB1,FLT3,AKT1,CCND1,AXIN2
ONCOSTATIN M SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP2374%HOMO SAPIENS	http://www.wikipathways.org/instance/WP2374_r98073	0.0000013197865323935348	0.0000013197865323935348	+1	TP53,KRAS,PIK3R1,AKT1,CDKN1B,MTOR,PTPN11,LIFR
FOXO-MEDIATED TRANSCRIPTION%REACTOME%R-HSA-9614085.2	FOXO-mediated transcription	0.0000013197865323935348	0.0000013197865323935348	+1	STK11,AKT1,CDKN1B,EP300,SMAD4,CDKN1A,SIN3A,SMAD2
PID_RB_1PATHWAY%MSIGDB_C2%PID_RB_1PATHWAY	PID_RB_1PATHWAY	0.0000013197865323935348	0.0000013197865323935348	+1	CDKN2A,RB1,CEBPA,CDKN1B,EP300,CCND1,CDKN1A,TAF1
REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	0.0000013197865323935348	0.0000013197865323935348	+1	RUNX1,CRIPAK,BRCA1,FOXA1,EP300,TAF1,CBFB,NCOR1
PID_ERBB2_ERBB3_PATHWAY%MSIGDB_C2%PID_ERBB2_ERBB3_PATHWAY	PID_ERBB2_ERBB3_PATHWAY	0.0000013684676009221916	0.0000013684676009221916	+1	PIK3CA,KRAS,PIK3R1,NRAS,AKT1,MTOR,PTPN11
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	Regulation of Telomerase	0.0000014697298102893346	0.0000014697298102893346	+1	EGFR,AKT1,ATM,CDKN1B,WT1,MTOR,CCND1,SIN3A
CONSTITUTIVE SIGNALING BY EGFRVIII%REACTOME%R-HSA-5637810.1	Constitutive Signaling by EGFRvIII	0.0000015216439307416825	0.0000015216439307416825	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS
SIGNALING BY EGFRVIII IN CANCER%REACTOME%R-HSA-5637812.1	Signaling by EGFRvIII in Cancer	0.0000015216439307416825	0.0000015216439307416825	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS
DOWNSTREAM SIGNAL TRANSDUCTION%REACTOME DATABASE ID RELEASE 69%186763	Downstream signal transduction	0.000001545063424488751	0.000001545063424488751	+1	PIK3CA,KRAS,PIK3R1,NRAS,PDGFRA,PTPN11
PID_TELOMERASE_PATHWAY%MSIGDB_C2%PID_TELOMERASE_PATHWAY	PID_TELOMERASE_PATHWAY	0.0000016029020848338407	0.0000016029020848338407	+1	EGFR,AKT1,ATM,CDKN1B,WT1,MTOR,CCND1,SIN3A
AMP-ACTIVATED PROTEIN KINASE (AMPK) SIGNALING%WIKIPATHWAYS_20190610%WP1403%HOMO SAPIENS	http://www.wikipathways.org/instance/WP1403_r98156	0.0000016029020848338407	0.0000016029020848338407	+1	TP53,PIK3CA,PIK3R1,STK11,AKT1,PIK3CG,MTOR,CDKN1A
VASCULATURE DEVELOPMENT%GOBP%GO:0001944	vasculature development	0.000001660202090990447	0.000001660202090990447	+1	PIK3CA,NF1,NOTCH1,FBXW7,CTNNB1,STK11,AKT1,WT1,PDGFRA,FGFR2,TGFBR2,SOX17,EGR3
RESPONSE TO LIGHT STIMULUS%GOBP%GO:0009416	response to light stimulus	0.000001771685561742284	0.000001771685561742284	+1	TP53,EGFR,NF1,NPM1,STK11,AKT1,EP300,CCND1,CDKN1A,TAF1,ATR,ERCC2
FGF SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FGF SIGNALING PATHWAY	FGF signaling pathway	0.0000017821698283603876	0.0000017821698283603876	+1	PIK3CA,PIK3R1,CDH1,AKT1,FGFR2,FGFR3,PTPN11
PROTEIN STABILIZATION%GOBP%GO:0050821	protein stabilization	0.0000018827438812444059	0.0000018827438812444059	+1	PTEN,VHL,PIK3R1,FBXW7,CHEK2,EP300,USP9X,SOX17,CDKN1A,TAF1,RPL5
PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY	PID_AP1_PATHWAY	0.0000019124810745333416	0.0000019124810745333416	+1	TP53,PTEN,CDKN2A,CTNNB1,CDKN1B,EP300,CCND1,CBFB
RAS PATHWAY%PANTHER PATHWAY%P04393	Ras Pathway	0.0000019124810745333416	0.0000019124810745333416	+1	PIK3CA,KRAS,MAP3K1,NRAS,MAP2K4,AKT1,BRAF,PIK3CG
AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK	AP-1 transcription factor network	0.0000019124810745333416	0.0000019124810745333416	+1	TP53,PTEN,CDKN2A,CTNNB1,CDKN1B,EP300,CCND1,CBFB
PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0018108	peptidyl-tyrosine phosphorylation	0.0000019124810745333416	0.0000019124810745333416	+1	EGFR,FLT3,EPHA3,ERBB4,KIT,PDGFRA,FGFR2,FGFR3
PATTERN SPECIFICATION PROCESS%GOBP%GO:0007389	pattern specification process	0.0000019124810745333416	0.0000019124810745333416	+1	APC,NOTCH1,TBX3,WT1,ERBB4,FGFR2,FOXA2,TGFBR2,SOX17,ACVR1B,ACVR2A,SMAD2
NEGATIVE REGULATION OF DNA METABOLIC PROCESS%GOBP%GO:0051053	negative regulation of DNA metabolic process	0.000001922310683476185	0.000001922310683476185	+1	TP53,FBXW7,STAG2,ATM,POLQ,CHEK2,HIST1H1C,ATR,SMC1A,SMC3
SA_G1_AND_S_PHASES%MSIGDB_C2%SA_G1_AND_S_PHASES	SA_G1_AND_S_PHASES	0.000002081478500998219	0.000002081478500998219	+1	TP53,CDKN2A,CDKN1B,CCND1,CDKN1A
TRANSLATION INHIBITORS IN CHRONICALLY ACTIVATED PDGFRA CELLS%WIKIPATHWAYS_20190610%WP4566%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4566_r104315	0.0000022928719458520146	0.0000022928719458520146	+1	PIK3CA,PIK3R1,MAP2K4,AKT1,PIK3CG,MTOR,EIF4A2
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	0.000002324382899796584	0.000002324382899796584	+1	PIK3CA,PIK3R1,FLT3,PIK3CG,SOX9,HGF,KIT,PDGFRA
EXTRA-NUCLEAR ESTROGEN SIGNALING%REACTOME DATABASE ID RELEASE 69%9009391	Extra-nuclear estrogen signaling	0.000002324382899796584	0.000002324382899796584	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS,AKT1,CDKN1B,CCND1
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.00000254321290420914	0.00000254321290420914	+1	EGFR,NOTCH1,FBXW7,FLT3,BRAF,ERBB4,KIT,PDGFRA,FGFR2,FGFR3,PTPN11
REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033045	regulation of sister chromatid segregation	0.0000025494074146827324	0.0000025494074146827324	+1	APC,RB1,CTNNB1,CTCF,ATM,ATRX,AXIN2,RAD21
PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212	peptidyl-tyrosine modification	0.0000025494074146827324	0.0000025494074146827324	+1	EGFR,FLT3,EPHA3,ERBB4,KIT,PDGFRA,FGFR2,FGFR3
BIOCARTA_BCELLSURVIVAL_PATHWAY%MSIGDB_C2%BIOCARTA_BCELLSURVIVAL_PATHWAY	BIOCARTA_BCELLSURVIVAL_PATHWAY	0.000002873561132911067	0.000002873561132911067	+1	PIK3CA,PIK3R1,AKT1,PIK3CG,MTOR
BIOCARTA_P53_PATHWAY%MSIGDB_C2%BIOCARTA_P53_PATHWAY	BIOCARTA_P53_PATHWAY	0.000002873561132911067	0.000002873561132911067	+1	TP53,RB1,ATM,CCND1,CDKN1A
HEPATITIS C AND HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20190610%WP3646%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3646_r103011	0.00000293351516137262	0.00000293351516137262	+1	TP53,AKT1,BRCA1,CCND1,SMAD4,CDKN1A,PTPN11
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0030330	DNA damage response, signal transduction by p53 class mediator	0.0000030883830819986293	0.0000030883830819986293	+1	TP53,ATM,CDKN1B,ATRX,BRCA1,CHEK2,EP300,CDKN1A
CELL CYCLE CHECKPOINT%GOBP%GO:0000075	cell cycle checkpoint	0.0000030954297553363234	0.0000030954297553363234	+1	TP53,APC,RB1,ATM,CDKN1B,BRCA1,CHEK2,EP300,CCND1,CDKN1A,ATR
NEGATIVE REGULATION OF DNA ENDOREDUPLICATION%GOBP%GO:0032876	negative regulation of DNA endoreduplication	0.000003144154265167483	0.000003144154265167483	+1	FBXW7,STAG2,SMC1A,SMC3
PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014065	phosphatidylinositol 3-kinase signaling	0.000003214360559906914	0.000003214360559906914	+1	PIK3CA,NF1,PIK3R1,GATA3,AKT1,PIK3CG
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20190610%WP399%HOMO SAPIENS	http://www.wikipathways.org/instance/WP399_r94890	0.0000032349062174547196	0.0000032349062174547196	+1	TP53,APC,CTNNB1,MAP2K4,LRRK2,EP300,CCND1,PPP2R1A,AXIN2
POSITIVE REGULATION OF ANIMAL ORGAN MORPHOGENESIS%GOBP%GO:0110110	positive regulation of animal organ morphogenesis	0.0000032688568957591183	0.0000032688568957591183	+1	GATA3,NOTCH1,SOX9,WT1,FGFR2,SMAD4,TGFBR2
